Annotation,ENS_PRED,Gene length,Prob_per_len,GENES,UNIPROTKB,WP,non_diazotroph_hits,diazotroph_hits,unicellular_diazotroph_hits,filamentous_diazotroph_hits,avg_group_pident,Protein_names
all0875,0.1778198291394042,1759,0.0001010914321429245,all0875,Q44528,WP_010995049,,,,,,Malto-oligosyltrehalose trehalohydrolase (MTHase) (EC 3.2.1.141) (4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase) (Maltooligosyl trehalose trehalohydrolase)
all0388,0.1776060167351824,1003,0.00017707479235810807,all0388,Q8YZR9,WP_010994564,,,,,,Periplasmic iron-compound-binding protein of iron(III) ABC transporter
alr1796,0.1775084527892106,523,0.00033940430743634913,alr1796,Q8YW20,WP_010995964,,,,,,UPF0102 protein alr1796
all0902,0.1774153329606523,847,0.00020946320302320224,all0902,Q8YYE8,WP_010995076,,,,,,All0902 protein
all0285,0.1772121235979239,421,0.00042093140997131567,all0285,Q8Z018,WP_010994462,,,,,,Multidrug exporter
alr3425,0.176948507307987,1267,0.00013965943749643804,alr3425,Q8YRM1,WP_010997575,,,,,,Alr3425 protein
asl4047,0.1768453258529773,331,0.0005342759089213816,asl4047,Q8YPZ3,WP_010998187,,,,,,Asl4047 protein
all1092,0.1768052256130528,1561,0.00011326407790714466,all1092,Q8YXW5,WP_010995266,,,,,,Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)
all4467,0.1768045916429163,1024,0.00017266073402628544,all4467,Q8YNU4,WP_010998600,,,,,,All4467 protein
alr0717,0.1766769136308963,778,0.00022709114862583073,alr0717,Q8YYX5,WP_010994892,,,,,,Alr0717 protein
all1530,0.1766425466673425,460,0.0003840055362333533,all1530,Q8YWS3,WP_010995699,,,,,,All1530 protein
all4687,0.1765987755698381,5803,3.0432323896232656e-05,all4687,Q8YN83,WP_010998818,,,,,,histidine kinase (EC 2.7.13.3)
alr4559,0.1765894714088255,2461,7.175516920309853e-05,alr4559,Q8YNK6,WP_010998691,,,,,,WD-40 repeat-protein
all2286,0.1765782050634646,610,0.0002894724673171551,all2286,Q8YUP9,WP_010996443,,,,,,Glucosyltransferase
all0037,0.1765754381294212,547,0.0003228070166899839,all0037,Q8Z0Q3,WP_010994214,,,,,,All0037 protein
asl1935,0.1764445923033459,334,0.0005282772224651075,asl1935,Q8YVN9,WP_010996099,,,,,,Asl1935 protein
alr2398,0.1763657177179296,1396,0.00012633647400997822,alr2398,Q8YUF2,WP_010996554,,,,,,4-aminobutyrate aminotransferase
alr3955,0.1763510148425717,487,0.0003621170735987099,alr3955,Q8YQ80,WP_010998096,0.0,5.0,0.0,5.0,87.8905,Thioredoxin
alr0507,0.1763127049466473,1285,0.00013720833069778,alr0507,Q8YZF3,WP_010994683,,,,,,Alr0507 protein
all0596,0.1761444855572947,760,0.0002317690599438088,all0596,Q8YZ83,WP_010994772,,,,,,All0596 protein
asr2427,0.1760185455791714,337,0.0005223102242705383,asr2427,Q8YUC5,WP_010996583,,,,,,Asr2427 protein
asl2417,0.1760008335994261,301,0.0005847203774067311,asl2417,Q8YUD5,WP_010996573,,,,,,Asl2417 protein
alr3968,0.1759078343953106,430,0.00040908798696583863,alr3968,Q8YQ67,WP_010998109,0.0,5.0,0.0,5.0,91.05475,Alr3968 protein
all5042,0.175774466281814,994,0.00017683547915675453,all5042,Q8YM94,WP_010999168,,,,,,Permease protein of polyamine ABC transporter
alr2295,0.1757726676824588,1498,0.00011733822942754259,alr2295,Q8YUP0,WP_010996452,,,,,,Alr2295 protein
alr0810,0.1756927188010096,718,0.00024469737994569583,alr0810,Q8YYN6,WP_010994984,,,,,,Transcriptional regulator
asr3483,0.1755125075243922,295,0.0005949576526250583,asr3483,Q8YRG5,WP_010997633,,,,,,Asr3483 protein
all1873,0.1754987557493215,448,0.0003917382940833069,all1873,Q8YVV1,WP_010996037,,,,,,All1873 protein
alr0998,0.1754882871368692,1015,0.00017289486417425536,alr0998,Q8YY54,WP_010995172,,,,,,Alr0998 protein
alr0052,0.1752432696560541,424,0.0004133095982454106,alr0052,P0A4L1,WP_010994229,,,,,,Thioredoxin 1 (Trx-1) (Thioredoxin-M)
asl0724,0.1751246497312223,322,0.0005438653718360941,asl0724,Q8YYW8,WP_010994899,,,,,,Asl0724 protein
alr4455,0.1750196744707546,862,0.00020303906551131623,alr4455,Q8YNV6,WP_010998588,,,,,,Alr4455 protein
all4704,0.1749131082658478,634,0.000275888183384618,all4704,Q8YN66,WP_010998835,,,,,,All4704 protein
alr0617,0.1748791387938896,667,0.0002621876143836426,alr0617,Q8YZ70,WP_010994793,,,,,,Phycocyanobilin lyase CpcS 1 (EC 4.-.-.-) (Phycocyanobilin:Cys-beta84-phycobiliprotein lyase CpcS) (Phycocyanobilin:Cys-beta84-phycobiliprotein lyase CpcS-III) (Phycocyanobilin:Cys-beta84-phycobiliprotein lyase CpeS)
asl1650,0.174749071670391,358,0.00048812589852064526,asl1650,Q8YWG3,WP_010995819,,,,,,Asl1650 protein
all2002,0.174695362501295,688,0.0002539176780542078,all2002,Q8YVH6,WP_010996163,,,,,,All2002 protein
alr2311,0.1745874126932714,418,0.0004176732361083048,alr2311,Q9WX39,WP_010996467,1.0,16.0,0.0,16.0,89.46249999999999,Putative RNA-binding protein RbpF
asr2387,0.1745650162400121,346,0.0005045231683237344,asr2387,Q8YUG0,WP_010996543,,,,,,Asr2387 protein
all2649,0.1744206035307182,4852,3.594818704260474e-05,all2649,Q8YTR4,WP_010996805,,,,,,All2649 protein
all4647,0.1742063619347248,520,0.0003350122344898554,all4647,Q8YNC0,WP_010998778,,,,,,All4647 protein
all2287,0.1741153826109311,556,0.00031315716296930054,all2287,Q8YUP8,WP_010996444,,,,,,Glucosyltransferase
all4279,0.1739724241075617,988,0.00017608544950158066,all4279,Q8YPB9,WP_010998417,,,,,,Transcriptional regulator
alr2662,0.1739534823475958,841,0.00020684123941450155,alr2662,Q8YTQ1,WP_010996818,,,,,,Alr2662 protein
all1780,0.1738370768449484,838,0.0002074428124641389,all1780,Q8YW36,WP_010995948,,,,,,Precorrin-6x reductase
all0459,0.1736821715493743,460,0.00037756993815081367,all0459,P58574,WP_010994635,,,,,,Uncharacterized low temperature-induced protein all0459
asl1825,0.1736217710650538,319,0.0005442688748120808,asl1825,Q8YVZ1,WP_010995993,,,,,,Asl1825 protein
all2285,0.173441757466576,1102,0.00015738816467021416,all2285,Q8YUQ0,WP_010996442,,,,,,Glucosyltransferase
asr1453,0.1730626533405737,331,0.0005228478952887422,asr1453,Q44141,WP_010995625,,,,,,Anaredoxin (EC 3.1.-.-) (Putative HNH nuclease)
all0903,0.17297190651199,961,0.00017999157805618105,all0903,Q8YYE7,WP_010995077,,,,,,thiosulfate sulfurtransferase (EC 2.8.1.1)
all1811,0.1729451711426787,1603,0.00010788844113704224,all1811,Q8YW05,WP_010995979,,,,,,Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)
alr2203,0.1728298926611629,952,0.0001815440048961795,alr2203,Q8YUX8,WP_010996361,,,,,,Alr2203 protein
all2646,0.1728182862083341,4567,3.784065824574865e-05,all2646,Q8YTR7,WP_010996802,,,,,,Polyketide synthase type I
alr4606,0.1727411264625093,2416,7.149881062189955e-05,alr4606,Q8YNG0,WP_010998737,,,,,,Alr4606 protein
alr3594,0.1726218080564848,517,0.0003338913115212472,alr3594,Q8YR56,WP_010997743,,,,,,Two-component response regulator
asl4903,0.1725669252510611,316,0.0005460978647185478,asl4903,Q8YMN0,WP_010999029,,,,,,Asl4903 protein
asr2378,0.1725314313214957,340,0.0005074453862396933,asr2378,Q8YUG8,WP_010996534,,,,,,Asr2378 protein
all1644,0.1724410582092878,1858,9.281004209326576e-05,all1644,Q8YWG9,WP_010995813,,,,,,All1644 protein
asr1202,0.1724350097192471,289,0.000596660933284592,asr1202,Q8YXL0,WP_010995375,,,,,,Asr1202 protein
alr5197,0.1723685982275644,1321,0.00013048342030852716,alr5197,Q8YLU9,WP_010999321,,,,,,Alr5197 protein
all0575,0.1722515125722681,415,0.00041506388571630864,all0575,Q8YZA4,WP_010994751,,,,,,All0575 protein
alr2922,0.1721834238295425,508,0.0003389437476959498,alr2922,Q8YT05,WP_010997073,,,,,,Alr2922 protein
alr0963,0.1721529879811817,3223,5.3413896364003006e-05,alr0963,Q8YY88,WP_010995137,,,,,,Alr0963 protein
all2904,0.1720451051244582,1273,0.00013514933631143613,all2904,Q8YT23,WP_010997055,,,,,,All2904 protein
all3461,0.1720001914297927,469,0.0003667381480379375,all3461,Q8YRI5,WP_010997611,0.0,5.0,0.0,5.0,89.71350000000001,All3461 protein
alr1609,0.1718371605979156,1321,0.00013008112081598454,alr1609,Q8YWK4,WP_010995778,,,,,,Transposase
all2282,0.1717861863976542,5452,3.150883829744207e-05,all2282,Q8YUQ3,WP_010996439,,,,,,histidine kinase (EC 2.7.13.3)
all0538,0.1717781620817783,913,0.00018814694642034862,all0538,Q8YZD9,WP_010994714,,,,,,All0538 protein
all3838,0.1717350855698867,2233,7.690778574558294e-05,all3838,Q8YQI5,WP_010997979,,,,,,All3838 protein
all1322,0.1716621362259073,2275,7.545588405534388e-05,all1322,Q8YX93,WP_010995494,,,,,,All1322 protein
all1641,0.1715758091682151,1267,0.00013541894961974357,all1641,Q8YWH2,WP_010995810,,,,,,All1641 protein
all3842,0.1714710306994879,463,0.00037034779848701494,all3842,P0A3S5,WP_010997983,3.0,10.0,5.0,5.0,97.08325,NAD(P)H-quinone oxidoreductase subunit 3 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3) (NDH-1 subunit 3) (NDH-C)
all2529,0.1713139946617022,1462,0.00011717783492592489,all2529,Q8YU32,WP_010996685,,,,,,All2529 protein
all3719,0.1712410033172132,763,0.00022443119700814312,all3719,Q8YQU7,WP_010997862,,,,,,All3719 protein
all2677,0.171213585604863,778,0.0002200688760987956,all2677,Q8YTN7,WP_010996833,,,,,,peptidylprolyl isomerase (EC 5.2.1.8)
alr1144,0.1712093806313806,973,0.0001759603089736697,alr1144,Q8YXR7,WP_010995317,,,,,,Alr1144 protein
all5222,0.1711036685712124,2245,7.621544257069594e-05,all5222,Q8YLS4,WP_010999346,,,,,,All5222 protein
alr0429,0.1710967988290227,931,0.0001837774423512596,alr0429,Q8YZM8,WP_010994605,,,,,,Two-component response regulator
asr1131,0.1708310601537914,334,0.0005114702399814114,asr1131,Q8YXT0,WP_010995304,,,,,,Asr1131 protein
alr1018,0.17082919559389,1495,0.00011426702046414047,alr1018,Q8YY34,WP_010995192,,,,,,Glu-tRNA(Gln) amidotransferase subunit A
all5022,0.1706944028189133,1522,0.00011215138161558035,all5022,Q8YMB2,WP_010999148,,,,,,Aldehyde dehydrogenase
alr2188,0.1706699110861593,1408,0.00012121442548732905,alr2188,Q8YUZ3,WP_010996346,,,,,,Alr2188 protein
all4414,0.1705825429485824,2182,7.81771507555373e-05,all4414,Q8YNZ5,WP_010998549,,,,,,All4414 protein
alr3857,0.1705481094608522,946,0.00018028341380639767,alr3857,Q8YQH2,WP_010997998,,,,,,Alr3857 protein
all3854,0.1703227506640906,922,0.00018473183369207224,all3854,P13907,WP_010997995,0.0,5.0,0.0,5.0,91.84975,Photosystem II extrinsic protein O (PsbO) (Photosystem II manganese-stabilizing polypeptide) (MSP)
all0899,0.1702427131810502,442,0.00038516450945938957,all0899,Q8YYF1,WP_010995073,,,,,,All0899 protein
alr3246,0.1701376560165424,559,0.00030436074421563936,alr3246,Q8YS45,WP_010997397,,,,,,Alr3246 protein
asl2150,0.1701343972890125,268,0.0006348298406306437,asl2150,Q8YV31,WP_010996308,,,,,,Asl2150 protein
asr4997,0.1701284260411815,379,0.00044888766765483243,asr4997,Q8YMD7,WP_010999123,,,,,,Asr4997 protein
alr5236,0.1699866241027655,1465,0.00011603182532611978,alr5236,Q8YLR0,WP_010999360,,,,,,Alr5236 protein
alr1544,0.1698371353523604,469,0.00036212608817134414,alr1544,Q8YWR0,WP_010995713,,,,,,Alr1544 protein
alr2233,0.1698205077714678,628,0.0002704148212921462,alr2233,Q8YUU8,WP_010996391,,,,,,Alr2233 protein
all2688,0.1697890442514709,2074,8.1865498674769e-05,all2688,Q8YTM7,WP_010996843,,,,,,site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)
all0578,0.169720128523913,2740,6.194165274595365e-05,all0578,Q8YZA1,WP_010994754,0.0,6.0,0.0,6.0,89.875,Replicative DNA helicase DnaB (EC 5.6.2.3) (DNA 5'-3' helicase DnaB) [Cleaved into: Endonuclease PI-AspHIP (EC 3.1.-.-) (Asp DnaB intein)]
all1061,0.1696947630019717,2347,7.230283894417201e-05,all1061,Q8YXZ5,WP_010995235,,,,,,All1061 protein
alr1500,0.1696864880337428,1228,0.0001381811791805723,alr1500,Q8YWU4,WP_010995670,,,,,,Transport permease protein
all4300,0.1694187230011923,784,0.00021609530995050038,all4300,Q8YP99,WP_010998438,,,,,,All4300 protein
all4875,0.1694074637348721,1087,0.00015584863269077468,all4875,Q8YMQ8,WP_010999001,,,,,,All4875 protein
asr4524,0.1693987380559982,343,0.0004938738718833767,asr4524,Q8YNP0,WP_010998657,,,,,,Asr4524 protein
asl1274,0.1693018484719651,280,0.0006046494588284468,asl1274,Q8YXD9,WP_010995446,,,,,,Asl1274 protein
all0664,0.1692699212270483,2905,5.8268475465421095e-05,all0664,Q8YZ23,WP_010994840,,,,,,WD-40 repeat protein
all2317,0.1692126580631431,541,0.000312777556493795,all2317,Q8YUM3,WP_010996473,,,,,,All2317 protein
alr3752,0.1691955132467128,652,0.0002595023209305411,alr3752,Q8YQR7,WP_010997893,,,,,,Alr3752 protein
all0854,0.1690269142993551,436,0.000387676408943475,all0854,Q8YYJ4,WP_010995028,0.0,5.0,0.0,5.0,94.795,All0854 protein
alr3529,0.1689784870790889,676,0.0002499681761524984,alr3529,Q8YRB9,WP_010997679,,,,,,Alr3529 protein
alr4032,0.1689764161175629,1189,0.0001421164138919789,alr4032,Q8YQ08,WP_010998172,,,,,,Permease protein of iron(III) ABC transporter
all0872,0.1689714538518263,3814,4.430295066906825e-05,all0872,Q8YYH6,WP_010995046,,,,,,All0872 protein
asr0243,0.1688272255005803,394,0.00042849549619436623,asr0243,Q8Z058,WP_010994420,,,,,,Asr0243 protein
all2754,0.1687649922971586,640,0.0002636953004643103,all2754,Q8YTG3,WP_010996907,,,,,,All2754 protein
all0888,0.1684942896688985,811,0.00020776114632416586,all0888,Q8YYG2,WP_010995062,0.0,5.0,0.0,5.0,93.49475,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI)
all2250,0.1683837995786871,547,0.0003078314434710916,all2250,Q8YUT1,WP_010996408,,,,,,Gas vesicle protein J (GvpJ)
asl2727,0.1683755225248625,280,0.0006013411518745089,asl2727,Q8YTJ0,WP_010996880,,,,,,Asl2727 protein
asr4457,0.1683742636328737,388,0.000433954287713592,asr4457,Q8YNV4,WP_010998590,,,,,,Asr4457 protein
alr3026,0.1682191271462102,655,0.00025682309487971025,alr3026,Q8YSQ8,WP_010997177,,,,,,Alr3026 protein
all3585,0.168167530650776,937,0.00017947441905098827,all3585,Q8YR65,WP_010997734,,,,,,All3585 protein
alr2202,0.1681600028137459,625,0.00026905600450199344,alr2202,Q8YUX9,WP_010996360,,,,,,Alr2202 protein
alr5156,0.1681484449252619,607,0.0002770155600086687,alr5156,Q8YLY8,WP_010999282,,,,,,Alr5156 protein
alr2659,0.1680441258594054,817,0.00020568436457699558,alr2659,Q8YTQ4,WP_010996815,,,,,,Alr2659 protein
all4127,0.1679685865245398,1795,9.357581421979933e-05,all4127,Q8YPR5,WP_010998266,,,,,,All4127 protein
alr1979,0.1678471822054981,619,0.00027115861422536043,alr1979,Q8YVJ8,WP_010996141,,,,,,Alr1979 protein
all2419,0.1677540183231189,550,0.00030500730604203437,all2419,Q8YUD3,WP_010996575,,,,,,All2419 protein
all3011,0.1677437003203181,877,0.00019126989774266603,all3011,Q8YSS3,WP_010997162,,,,,,All3011 protein
alr3251,0.1677057489254582,916,0.00018308487873958319,alr3251,Q8YS40,WP_010997402,,,,,,Alr3251 protein
alr4851,0.1676264931620679,2893,5.794209926099824e-05,alr4851,Q8YMS8,WP_010998979,1.0,5.0,0.0,5.0,94.26675,Protein translocase subunit SecA (EC 7.4.2.8)
alr0735,0.1676097431357851,703,0.00023842068724862746,alr0735,Q8YYV8,WP_010994909,,,,,,Urease accessory protein UreG
asl2805,0.1675699244865608,337,0.0004972401320075988,asl2805,Q8YTB8,WP_010996956,,,,,,Asl2805 protein
alr1313,0.1674954308552142,1189,0.00014087084176216502,alr1313,Q8YXA2,WP_010995485,2.0,7.0,2.0,5.0,92.6335,3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)
all2637,0.1674565486986778,550,0.0003044664521794142,all2637,Q8YTS6,WP_010996793,,,,,,All2637 protein
alr2735,0.1673950593575798,733,0.00022836979448510205,alr2735,Q8YTI2,WP_010996888,,,,,,Uncharacterized protein alr2735
all5273,0.1673181423999231,970,0.00017249293030919906,all5273,Q8YLM5,WP_010999397,,,,,,All5273 protein
all0006,0.16713179059075,652,0.00025633710213305216,all0006,P12406,WP_010994183,,,,,,ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)
alr2988,0.1669936233838194,667,0.00025036525244950434,alr2988,Q8YSU4,WP_010997139,,,,,,Alr2988 protein
asr2041,0.1669674125402487,343,0.0004867854593010166,asr2041,Q8YVD7,WP_010996202,,,,,,Asr2041 protein
alr1917,0.1669511377180388,508,0.0003286439718859031,alr1917,Q8YVQ7,WP_010996081,,,,,,Alr1917 protein
alr2726,0.1668149015740483,523,0.00031895774679550345,alr2726,Q8YTJ1,WP_010996879,,,,,,Two-component response regulator
alr1578,0.1668132212348358,577,0.00028910436955777434,alr1578,Q8YWM7,WP_010995747,,,,,,Alr1578 protein
all5119,0.1667436682924822,763,0.0002185369178145245,all5119,Q8YM22,WP_010999245,,,,,,TVP38/TMEM64 family membrane protein
alr1143,0.1666608394451803,682,0.00024437073232431127,alr1143,Q8YXR8,WP_010995316,,,,,,Alr1143 protein
alr2587,0.1665461631093796,1084,0.00015364037187212142,alr2587,Q8YTX6,WP_010996743,,,,,,Transcriptional regulator
asl2195,0.1665400394293803,379,0.0004394196291012673,asl2195,Q8YUY6,WP_010996353,,,,,,Asl2195 protein
alr0669,0.1665013716169519,988,0.00016852365548274484,alr0669,Q8YZ18,WP_010994845,,,,,,Alr0669 protein
alr2122,0.1664467612706954,709,0.00023476270983172838,alr2122,Q8YV59,WP_010996280,,,,,,Alr2122 protein
alr0279,0.1663964619758469,685,0.00024291454303043342,alr0279,Q8Z024,WP_010994456,,,,,,Alr0279 protein
alr3068,0.1663355877343556,1051,0.00015826411773011952,alr3068,Q8YSL6,WP_010997219,,,,,,Alr3068 protein
asl2401,0.1663186076434703,397,0.00041893855829589497,asl2401,Q8YUE9,WP_010996557,,,,,,Asl2401 protein
alr2696,0.1662246540098335,544,0.0003055600257533704,alr2696,Q8YTM1,WP_010996849,,,,,,Alr2696 protein
all5107,0.1661726341807562,2758,6.025113639621327e-05,all5107,Q8YM34,WP_010999233,,,,,,All5107 protein
alr4016,0.166030724146071,487,0.00034092551159357496,alr4016,Q8YQ20,WP_010998156,,,,,,Alr4016 protein
asl3849,0.1659401805914988,241,0.0006885484671846423,asl3849,P58560,WP_010997990,,,,,,Photosystem I reaction center subunit VIII
alr2680,0.1658127395025145,7657,2.1655052827806516e-05,alr2680,Q8YTN4,WP_010996836,,,,,,Polyketide synthase
asl1773,0.1657594482715546,367,0.00045166062199333677,asl1773,Q8YW43,WP_044521062,,,,,,Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)
alr5251,0.165724930023615,1048,0.0001581344752133731,alr5251,Q8YLP5,WP_010999375,,,,,,Two-component response regulator
asr4594,0.1656657943171433,301,0.0005503846987280508,asr4594,Q8YNH2,WP_010998725,,,,,,Asr4594 protein
all3256,0.1656633143252814,907,0.00018264974016017795,all3256,Q8YS35,WP_010997407,,,,,,All3256 protein
alr1423,0.1656569301620164,562,0.0002947632209288548,alr1423,Q8YWZ6,WP_010995595,0.0,5.0,0.0,5.0,88.70925,Hydrogenase maturation protease
alr2187,0.165641636443144,1114,0.0001486908765198779,alr2187,Q8YUZ4,WP_010996345,,,,,,Alr2187 protein
all5104,0.1656162652394704,2587,6.401865683783163e-05,all5104,Q8YM37,WP_010999230,,,,,,All5104 protein
asl2844,0.1654190263597631,304,0.0005441415340781681,asl2844,Q8YT82,WP_010996995,,,,,,Asl2844 protein
all1696,0.1652503672105396,6100,2.7090224132875342e-05,all1696,Q8YWB9,WP_010995865,,,,,,All1696 protein
alr2345,0.1651873142179586,658,0.00025104455048321974,alr2345,Q8YUK1,WP_010996501,,,,,,Alr2345 protein
asr0855,0.1651730469511685,352,0.0004692416106567287,asr0855,Q8YYJ3,WP_010995029,,,,,,Asr0855 protein
all1387,0.1650313318846073,625,0.00026405013101537167,all1387,Q8YX31,WP_010995559,,,,,,All1387 protein
alr4036,0.1650064303184295,685,0.00024088529973493355,alr4036,Q8YQ04,WP_010998176,,,,,,Alr4036 protein
asl1429,0.1650031078681965,352,0.0004687588291710128,asl1429,Q8YWZ1,WP_010995601,,,,,,Asl1429 protein
asl1510,0.164979839353063,343,0.000480990785285898,asl1510,P70760,WP_010995680,,,,,,Asl1510 protein (ORFR5)
alr2807,0.1648569393035555,517,0.0003188722230242853,alr2807,Q8YTB6,WP_010996958,,,,,,Alr2807 protein
alr1372,0.1647772534273448,937,0.0001758561936257682,alr1372,Q8YX45,WP_010995544,,,,,,Alr1372 protein
all3898,0.1647523843796707,928,0.00017753489696085205,all3898,Q8YQD5,WP_010998039,,,,,,All3898 protein
alr3577,0.1647454791722774,451,0.0003652893108032758,alr3577,Q8YR73,WP_010997726,0.0,5.0,0.0,5.0,85.87925,Alr3577 protein
alr1229,0.1646169153581181,5350,3.0769516889367865e-05,alr1229,Q8YXI4,WP_010995401,,,,,,histidine kinase (EC 2.7.13.3)
asl3264,0.1645881672705857,295,0.0005579259907477482,asl3264,Q8YS27,WP_010997415,,,,,,Asl3264 protein
all1359,0.1645393639318184,1159,0.00014196666430700466,all1359,Q8YX56,WP_010995531,0.0,5.0,0.0,5.0,91.09875,tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)
alr1926,0.1645052949046776,691,0.0002380684441456984,alr1926,Q8YVP8,WP_010996090,,,,,,Alr1926 protein
alr5234,0.1644373009576144,511,0.0003217951095060947,alr5234,Q8YLR2,WP_010999358,,,,,,Alr5234 protein
alr2722,0.1642625037748969,1399,0.00011741422714431515,alr2722,Q8YTJ5,WP_010996875,,,,,,Periplasmic sugar-binding protein of sugar ABC transporter
all4538,0.1642402100964388,508,0.0003233075001898402,all4538,Q8YNM6,WP_010998671,0.0,5.0,0.0,5.0,87.72425000000001,Mannose-6-phosphate isomerase
all4770,0.1642186611938552,613,0.00026789341140922543,all4770,Q8YN03,WP_010998900,,,,,,All4770 protein
alr0805,0.1641779086366501,535,0.00030687459558252357,alr0805,Q8YYP1,WP_010994979,,,,,,Alr0805 protein
all2631,0.1640733985729953,2284,7.183598886733595e-05,all2631,Q8YTT2,WP_010996787,,,,,,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I)
all0211,0.1639884393059344,481,0.00034093230624934387,all0211,Q8Z087,WP_010994388,,,,,,All0211 protein
